,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000023445,11233.63572511985,1.3757791138192224,0.11421686687696346,12.045323527401932,2.0526946768975766e-33,2.464054690147851e-29
ENSG00000277072,581.2441693929651,-1.309840420030047,0.16515983854721394,-7.930744129757704,2.1783662756711568e-15,1.3074554386578282e-11
ENSG00000080824,245552.3045531908,-0.8995790742101089,0.1172480690020782,-7.6724425559124905,1.687515414693637e-14,5.252971570525999e-11
ENSG00000119004,1892.4452353752047,-1.1125727655845767,0.1450976988223916,-7.667749210457386,1.7504070544905027e-14,5.252971570525999e-11
ENSG00000173421,864.2275788067484,-1.1012307295334325,0.1442556132224466,-7.633884775321019,2.2778351360719323e-14,5.468626594681495e-11
ENSG00000167522,22254.19807935418,-1.1636157036476908,0.15325397634408042,-7.592727649918733,3.132404852347694e-14,5.671102965334572e-11
ENSG00000170734,2306.520051487189,-1.119539541946816,0.14758558414360334,-7.585697129182241,3.307041049428691e-14,5.671102965334572e-11
ENSG00000068489,12064.269525463691,-0.9308962935524494,0.12348330027878378,-7.538641188329098,4.748936407866816e-14,7.125779080004158e-11
ENSG00000204839,640.5919203068023,-1.439799107801124,0.19151520493959098,-7.517936282162428,5.5647609056835784e-14,7.422154434647298e-11
ENSG00000185361,1030.1097028561903,-1.040955334449218,0.13914608817426047,-7.481024785587728,7.374526742861707e-14,8.852381902131194e-11
ENSG00000056558,859.6278681016731,1.0825453450454932,0.14571946245154171,7.428968833902254,1.094475280714474e-13,1.194371024517868e-10
ENSG00000253816,765.402586516769,-1.345773370743147,0.18180509526452004,-7.4022863263820735,1.3385947989706258e-13,1.3390409972369493e-10
ENSG00000140451,480.71620124643897,-1.2117691258150232,0.1662915506986399,-7.287015610378418,3.168962014679141e-13,2.9261707710929543e-10
ENSG00000187961,1104.3684296239899,-1.1689538474920391,0.16129691997821713,-7.247217415248254,4.254207947583091e-13,3.4045008135191617e-10
ENSG00000251493,2498.0921767649884,0.9730823257664973,0.13421630944973287,7.250104922091747,4.164489012586999e-13,3.4045008135191617e-10
ENSG00000070669,4145.015362909555,-0.8581538820190565,0.11882263678397328,-7.2221413801751595,5.117522584431159e-13,3.839421318969477e-10
ENSG00000008128,386.5567384239019,-1.275142755634461,0.17716410502550262,-7.197523197212581,6.131612028015046e-13,4.329639457899565e-10
ENSG00000260852,749.978267313294,-1.135904060777715,0.1586694537671143,-7.158933454481594,8.130714007468459e-13,5.422282830313966e-10
ENSG00000123689,9325.189166862176,1.003006661517929,0.14449955816929555,6.941243794965845,3.886625993695163e-12,2.4555293909640385e-09
ENSG00000142408,1792.6089744715375,-1.2144912736876152,0.17865416987000154,-6.798001270115021,1.0608052067406502e-11,6.3669528508573825e-09
ENSG00000185561,500.06146416167144,-1.2845063841304643,0.18984127752812874,-6.766212284576199,1.321975375874774e-11,7.556663053333707e-09
ENSG00000146830,2513.4132052819755,-0.9665496995081871,0.14394231239371227,-6.714840712468701,1.8827177084434907e-11,9.501927633838819e-09
ENSG00000101745,10023.56365555784,-0.8697981644890155,0.12941237375618547,-6.721136003020284,1.803131917018999e-11,9.501927633838819e-09
ENSG00000168209,392.21529000435163,-1.3101675747066168,0.19515338838772867,-6.71352716717165,1.899752276009094e-11,9.501927633838819e-09
