,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000109320,1324.0193110657306,0.6139913650766708,0.13374717094649635,4.590686746729689,4.417899722063873e-06,0.00019432115318852373
ENSG00000136897,653.803314511505,0.7116987550317824,0.1554956607189225,4.576968590257096,4.71762260080224e-06,0.00020519027668916808
ENSG00000183291,1410.954344088411,0.6256136313422168,0.1366494756501504,4.578236604024088,4.689121306889783e-06,0.00020519027668916808
ENSG00000142102,655.4165037888505,-0.9104643694388499,0.19889723189488534,-4.577561792916348,4.704268520283775e-06,0.00020519027668916808
ENSG00000143554,257.80959073783265,-0.986774641962505,0.21581824634073143,-4.5722484483753805,4.8251832654048425e-06,0.00020909127483420984
ENSG00000079739,750.469393299706,0.7127384670797932,0.1563922405940322,4.557377427246801,5.1796299145762e-06,0.00022362239852598354
ENSG00000141448,612.8910812757846,0.7190143563339916,0.1581135722705146,4.547455009768792,5.429852282554261e-06,0.0002335634989186943
ENSG00000091164,2612.0234008141956,0.5633894162917761,0.12454628549874928,4.523534475842989,6.08154079692067e-06,0.0002596862311093863
ENSG00000112149,297.9183340986708,0.877964318700833,0.1940579182435717,4.5242385708727255,6.061332302684037e-06,0.0002596862311093863
ENSG00000102317,7251.738738478756,0.5021990723334875,0.11104788419717301,4.522365067683768,6.115246962282205e-06,0.0002601759616680066
ENSG00000175197,1154.2456961629416,-0.7325028095118575,0.1621292369076704,-4.518017992825096,6.242118104505714e-06,0.000264611528343177
ENSG00000064607,7496.140677621484,-0.5738302826411277,0.1270877406068315,-4.515229241633727,6.324830951614719e-06,0.0002671498994003329
ENSG00000177732,2281.041793854504,-0.5940093790810819,0.13162559032322793,-4.512871529179058,6.3955765345367224e-06,0.0002691663505542434
ENSG00000127990,1094.3601572172106,0.6003151230830791,0.13307695463933894,4.511037427254288,6.451133575564611e-06,0.00027053140800754823
ENSG00000075142,3857.180880081852,0.5085116775839158,0.11287243074534516,4.505189391474913,6.631377185594553e-06,0.0002770968323980581
ENSG00000260852,677.3907790748929,-0.7711019996567683,0.17120002535942652,-4.504099798103858,6.665487958982089e-06,0.0002775309933099304
ENSG00000171877,325.65092798618184,0.8294958880782082,0.18420066194977525,4.503218822874704,6.693190398158816e-06,0.00027769619737041896
ENSG00000169871,2111.4727192596383,-0.5513338611244841,0.1225137909572705,-4.500177953980499,6.789659785927387e-06,0.00028070324910017824
