,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000197157,2219.508582964822,-0.5373441251332431,0.1351537967261893,3.9757974851558116,7.014379874298631e-05,0.0007531630812931345
ENSG00000142507,2193.922925871666,-0.6247230266391395,0.15721852496546806,3.973596793230031,7.079536907191806e-05,0.0007586405159936759
ENSG00000076685,1154.2375487892248,0.5916213710325996,0.14890282368599986,-3.9732045127645557,7.091211321204398e-05,0.0007592974123838486
ENSG00000180340,520.7291544208872,-0.6810855189341359,0.17161482932586838,3.968686864704835,7.22697739474571e-05,0.0007732301204768946
ENSG00000267795,2130.1838183442264,-0.5336995968384283,0.13453473584129494,3.9670022280938033,7.278231235820967e-05,0.0007781059857499466
ENSG00000131979,167.8863967969069,0.9766632913439606,0.24627995886300208,-3.9656628815958515,7.319225003713593e-05,0.000781268795213232
ENSG00000121741,864.6929944371136,0.6089792499520961,0.15361262941645193,-3.964382696042011,7.35861206194393e-05,0.0007848613098778982
ENSG00000165288,1006.0638404421702,0.6853958394484955,0.17292979325322966,-3.963434099784277,7.387926429609158e-05,0.0007873747272645713
ENSG00000176463,3441.4690099959153,0.5113292526580744,0.12902470820695336,-3.9630335907283065,7.400336447656377e-05,0.0007880840408293475
ENSG00000135870,880.6597354860569,0.6536841143773247,0.16499683001316937,-3.9617980195446805,7.438745720128156e-05,0.0007915588394495344
ENSG00000120162,272.62395630909214,-0.8552667535427042,0.2160889460871284,3.9579384740849046,7.559942363467509e-05,0.0008035320126940136
ENSG00000006625,2119.5617507463867,-0.54714495558764,0.13824325782228394,3.9578418810920386,7.56299937468115e-05,0.0008035320126940136
ENSG00000143314,1363.7661527640225,-0.5801381628284961,0.1467370512447076,3.9535901662697484,7.698723305777836e-05,0.0008173179509506005
ENSG00000137947,630.6103861370023,0.6954948787761432,0.17598904955056213,-3.9519213300616505,7.752622919382572e-05,0.0008224025629817531
ENSG00000182899,11278.28339333123,-0.5752201325838358,0.14559830909473986,3.950733605082898,7.791200846942217e-05,0.0008258552290934493
ENSG00000135318,963.3535083258162,0.5883120261350997,0.14892911405023743,-3.950282185501001,7.805910734428475e-05,0.0008267745360247329
ENSG00000115648,126.82570926269312,-1.1232046788542873,0.2844106069229425,3.949236250385716,7.840094374544409e-05,0.0008297534193151908
ENSG00000142528,457.35142865602273,0.6931591256706917,0.17557320783386612,-3.9479777935514204,7.881411315310229e-05,0.0008334820692136957
ENSG00000115760,1369.7133076723906,0.6256547728135213,0.15852058553130696,-3.9468361204731854,7.919072081243337e-05,0.0008368186122887925
ENSG00000180263,1548.4162079925004,0.6187167743150276,0.15684599761960555,-3.944740597178546,7.988640951198476e-05,0.0008435191813929308
ENSG00000095380,687.0818571407781,-0.6274945240942282,0.1591500071158748,3.942786654337745,8.054029683869522e-05,0.0008497683861370811
ENSG00000181026,884.09746369521,0.6101829299632359,0.15476863479777078,-3.942549023324619,8.062016427567181e-05,0.0008499562353774637
ENSG00000112759,1791.8635186475908,-0.5387020217412842,0.13670332994360432,3.9406649564682934,8.125605147355709e-05,0.0008560012499464341
ENSG00000186480,1017.1302313880037,0.6400973382247234,0.1624590023599441,-3.940054591782633,8.146306894668064e-05,0.000857522466736965
ENSG00000113070,226.08412741483846,0.8753091816095575,0.22218959875000754,-3.9394696535475324,8.166193024779656e-05,0.0008589555566386896
ENSG00000107554,496.7907654061725,0.7171707736485,0.18206562031838358,-3.93907851682466,8.179516079078046e-05,0.0008596966439215183
ENSG00000183530,1472.1325833613157,0.5541094992195446,0.1406985182821073,-3.93827529944934,8.206940028865902e-05,0.000861917513000909
ENSG00000125735,58.036483034403076,1.5541285112725696,0.3947121554280663,-3.9373718034781913,8.237891601699669e-05,0.0008645051761323905
ENSG00000198074,298.555430735691,-0.8924951647165126,0.2269241813363662,3.9330103978367155,8.388860749123237e-05,0.0008796741803923639
ENSG00000051108,661.1378025088894,0.6587996139632369,0.16753078760154164,-3.932409220985329,8.409874246884684e-05,0.0008812029671850477
ENSG00000124160,701.9177186096798,0.6526290774563889,0.1660507937300697,-3.930297849206884,8.484069810336127e-05,0.000888297676242762
ENSG00000106268,1045.8029767235032,-0.6057806935208626,0.15415037922152053,3.9298034593241606,8.501532286334192e-05,0.0008894460249147957
ENSG00000174851,1934.8895238108853,-0.5439628848346055,0.13854733568747224,3.9261879857556283,8.630271611018935e-05,0.0009022257229992696
ENSG00000174917,1128.2226093276502,-0.5694982732062825,0.14507452014639494,3.925556828529234,8.652933780593136e-05,0.000903904867469283
ENSG00000173230,4706.0594504937335,0.5602445615975831,0.14277076794587548,-3.924084528353677,8.706016564606563e-05,0.0009087568357643816
ENSG00000187479,18.24733808502633,2.934020272203019,0.7478833698148055,-3.92309869509407,8.741731932910134e-05,0.0009104031849521238
ENSG00000213741,10957.155503623688,-0.5009615126395442,0.12769520847935087,3.9231034476955564,8.741559421176774e-05,0.0009104031849521238
ENSG00000101966,3197.9240761254628,0.5897617766824477,0.1503217790932199,-3.923328876494439,8.733380414599736e-05,0.0009104031849521238
ENSG00000143367,821.2763710120137,0.6202194364698276,0.15811349156988327,-3.922621847837077,8.759057076596149e-05,0.000911514336352464
ENSG00000167815,455.0467959136531,-0.7416419471215502,0.18915226615177685,3.9208726504310154,8.822888286882926e-05,0.0009174597956633384
ENSG00000100116,470.72473715771173,-0.7097970151052052,0.18109501775712375,3.9194729037612293,8.874283716688489e-05,0.000922104062974574
ENSG00000164761,584.9203581631785,0.7108673444505188,0.18137929302158087,-3.9192309806055885,8.88319518643035e-05,0.000922330235619133
ENSG00000143933,9800.668538138567,-0.6468410669352018,0.16527679434644327,3.9136835240120433,9.089875525674558e-05,0.0009430745857887354
ENSG00000125505,4298.716694326358,-0.5067983551642189,0.12954817902186122,3.9120453794931134,9.151770922607507e-05,0.0009487774624156685
ENSG00000141480,200.74823487029076,-0.916890089482272,0.23459550654315536,3.9083872619427353,9.291428692217693e-05,0.0009625273520417648
ENSG00000159459,477.90306654437774,0.7425751514638251,0.19006522377653537,-3.9069490815262977,9.346884075177624e-05,0.0009675402676459378
ENSG00000104979,1358.780950056334,-0.5922485577206265,0.1516145782922976,3.9062771165634946,9.372901652210242e-05,0.0009695006656119281
ENSG00000184678,61.753730445334845,1.6056337699168606,0.41108924542061,-3.905803393796013,9.39128464626277e-05,0.0009706690055137255
ENSG00000284194,1164.300484080307,0.582372294060773,0.14913933252510542,-3.904887357349136,9.42692841114426e-05,0.0009728845862141721
ENSG00000245571,264.1122735508163,0.8392589229985972,0.21491928376922623,-3.9049959048801215,9.422698070925525e-05,0.0009728845862141721
ENSG00000184207,2233.5828099182127,-0.5495672385186301,0.14076437486950583,3.904164239198311,9.455155748419335e-05,0.0009750629365557439
ENSG00000244187,1172.9915347460576,-0.566500802037352,0.14511246882660397,3.903874054505049,9.466505702831832e-05,0.0009754988382263503
ENSG00000132466,1734.9854433004814,0.5465861224393667,0.1400538275821322,-3.9026860734586526,9.513105332175402e-05,0.0009795637407830236
ENSG00000106688,1275.6028973119026,0.590402456516074,0.15134069700642763,-3.9011479938604943,9.573759713349159e-05,0.0009843291236810564
ENSG00000116977,761.251215415549,0.6041395143397852,0.15490536471325986,-3.900055465852249,9.617065322850296e-05,0.0009880398319312437
ENSG00000133424,80.00673769807798,1.3122529486531018,0.3365137771369153,-3.8995519286545983,9.637086731478832e-05,0.0009893545936102144
ENSG00000124762,950.0720166772516,0.5827845953155747,0.149532729526824,-3.897371479539746,9.724239798809391e-05,0.0009975540377879747
ENSG00000114054,545.59391848946,-0.6698590054473753,0.1718864475367344,3.8971019242469223,9.735065526107113e-05,0.0009979170836829112
ENSG00000146463,1280.5505127981678,0.594032910701322,0.15249191682810845,-3.89550425397909,9.799464211837484e-05,0.0010036609618633472
ENSG00000164190,3493.0208161359315,0.5882751051506714,0.15102823204464363,-3.895133361402115,9.814471516777443e-05,0.001003802744004982
ENSG00000253438,135.3408308575699,1.0459578651355625,0.2689458948265129,-3.889101433618355,0.00010061606159901965,0.0010283111668646075
ENSG00000042062,43.14871078245727,1.813035414015971,0.4662580501084013,-3.88848066772135,0.00010087370340429487,0.001030175516869365
ENSG00000173113,5065.590451885677,-0.5103676411524163,0.13137104577139316,3.8849324686090907,0.00010235833630253851,0.0010445584319398397
ENSG00000170627,601.5190757491557,-0.7287385188802635,0.18762494580986416,3.88401721175581,0.00010274462954090979,0.0010477198075672075
ENSG00000213079,479.34260474707605,0.7197003537064225,0.18545546276406094,-3.880718006252722,0.00010414854187829944,0.001061245744809011
ENSG00000175416,2670.8671115578345,-0.529280975436203,0.13640134037772403,3.88032092624979,0.0001043187268873497,0.0010621895648492597
ENSG00000145912,2312.417074581596,-0.5920894597412951,0.15259814701212376,3.880056680467124,0.000104432125715488,0.0010625542062953999
ENSG00000258733,16.3633151736489,3.2545758065535377,0.8390879893750547,-3.878706223619667,0.00010501348153094547,0.0010676760427366727
ENSG00000083223,546.1192071230155,0.7241770255492005,0.18673528206823425,-3.878094260111925,0.00010527792898767557,0.0010695706509541668
ENSG00000254999,2969.204688657316,-0.5367574761586479,0.138458308358134,3.876672209299855,0.00010589486794045466,0.0010750409313895674
ENSG00000004779,2623.668758449467,-0.5100395027733483,0.13159069281903515,3.8759542323769036,0.00010620764778230021,0.0010774175825026676
ENSG00000168137,3773.080880601341,0.5148396190394452,0.13285164825207973,-3.8752971891064636,0.0001064946462080661,0.0010787309022333323
ENSG00000167283,3506.2443235555133,-0.5224229322276223,0.13480289170388027,3.875457904680723,0.00010642437764198787,0.0010787309022333323
ENSG00000237187,532.2841480847587,0.6943507833407332,0.17930184759316511,-3.8725244199168056,0.00010771387982811742,0.001090274637284603
ENSG00000107874,553.0794254393859,-0.6927647120706746,0.1789423430842947,3.87144093527563,0.0001081938756160071,0.0010943243179920364
ENSG00000164885,332.69313422613345,-0.7594716921368425,0.19634678554773632,3.868011844544294,0.00010972633630958317,0.0011090052957636468
ENSG00000140022,688.5931565849063,0.7319634010060979,0.18931477796694438,-3.8663827983566272,0.00011046151079745233,0.0011156123822795793
ENSG00000100003,1162.538577709598,-0.5959161315106382,0.15421473886935444,3.864197001399966,0.00011145524471014162,0.001124819142450545
ENSG00000174032,122.16062028854206,1.0958635145647264,0.28388964308128845,-3.8601743363034164,0.00011330615743343889,0.0011426567202142456
ENSG00000067221,424.17076238953496,0.7448665632490148,0.193325357653653,-3.8529170321436106,0.00011671894865079545,0.001175342648362238
ENSG00000082701,856.1798381983535,0.5918252444244169,0.1536257745391037,-3.8523824937577413,0.00011697411419754446,0.0011770466524139394
