,symbol,Rank
0,RRAD,31.948196001822968
1,STC1,17.66995742249232
2,MAGEA3,9.206046977481163
3,BIRC3,9.003125400053163
4,PSMC2,8.858260676770291
5,KLF10,7.987344241749855
6,PCNA,6.865292304154891
7,DACT1,6.549424382314691
8,ATP5PB,6.221035954071135
9,TRAF1,6.122628400004415
10,TNC,5.953839682142945
11,PDCL3,5.7215564820670854
12,CAPN2,5.541432851798132
13,ARPC5,5.519862337363342
14,PRSS23,5.476478108412129
15,FOXD1,5.451344517140375
16,ATP5F1C,5.321227506444743
17,PRDX3,5.1693789723688575
18,TXNDC9,5.103317583949266
19,FAM3C,5.029362184968273
20,PSMA2,4.776150342782377
21,RIPK4,4.731172570898111
22,PSMC4,4.618466688009823
23,PSMA5,4.43390337011749
24,ERRFI1,4.2684193151065575
25,FHL2,4.2505826026927815
26,TMEM70,4.067878892921728
27,PEPD,4.023557167195541
28,SNRPA1,4.0021542018421705
29,BHLHE40,3.9587597078226993
30,C1QBP,3.9410031295479153
31,SLC25A5,3.8869876641215972
32,ARL4C,3.8813587559404987
33,CDKN1A,3.625428502282733
34,PGM1,3.619896044488435
35,THBS1,3.6016997360835696
36,IFIT2,3.5679073082659007
37,MAPRE1,3.4956959496351274
38,TXN,3.2280561437225948
39,G0S2,3.1789931761230195
40,MAGEA6,3.1391976893909095
41,FGF5,3.1261041716804843
42,B3GNT5,3.1240198924309013
43,IFIT3,3.101910036729019
44,CRH,3.0103909725100912
45,CAPNS1,2.998032471221702
46,PSMD14,2.9980185328731705
47,SNX3,2.9843193247339777
48,ETFA,2.928871027156623
49,LDHA,2.9200894988709534
50,TXNL1,2.880373204750594
51,PGAM1,2.87785381578882
52,ANLN,2.855557367352651
53,GADD45A,2.8440107294067962
54,ITGA2,2.83541342255187
55,PSMA3,2.814157030155461
56,IFIH1,2.8127296043425307
57,PCBP1,2.8087941996371906
58,PLK2,2.807008016406448
59,MMP1,2.7886766630851714
60,ANXA5,2.7525955477104938
61,STX11,2.742808114204072
62,RTL8B,2.7160452278444627
63,C15orf48,2.7034945028537583
64,EPS8,2.699412004961493
65,MYL12A,2.698338206453453
66,MYL9,2.641652194824003
67,PCLAF,2.6406626045310717
68,CYSTM1,2.6212194280960164
69,GLIPR1,2.6048190928620634
70,DKK1,2.59931293097018
71,SDHB,2.593944754394979
72,F2RL1,2.589278133928592
73,PHLDA1,2.580881275557454
74,VDAC2,2.579811609712916
75,DDX47,2.5398048329594856
76,SPHK1,2.53968395982154
77,BZW1,2.534243342886775
78,TPM4,2.5203309695774347
79,FBXO2,2.514620250908908
80,COPS2,2.5029752113672106
81,ACTR3,2.4841845472551753
82,EMB,2.4734462354067315
83,SELENOF,2.4467060528024893
84,SMAD7,2.437354252621945
85,TGIF1,2.4277885939548285
