,symbol,Rank
0,SH3BP2,-0.6930894225853191
1,ABCD4,-0.7044189499523943
2,SLC43A2,-0.7148357848748876
3,CLK2,-0.7168196307591009
4,ZFTA,-0.7169164920836422
5,TEP1,-0.7212842569185371
6,SPPL2B,-0.7410353964445727
7,NBPF8,-0.7447954245045038
8,UBN2,-0.7505209853781892
9,VASH1-AS1,-0.7541142516648475
10,ARHGAP4,-0.7845525737605052
11,ZNF432,-0.7860122212783288
12,CCDC191,-0.7931085743679527
13,NSUN5P2,-0.7959331985749936
14,HERC2P2,-0.8005752991594983
15,NEURL4,-0.8009280201509593
16,DLGAP1-AS2,-0.8016098326799038
17,RHPN1,-0.8100117987624245
18,P3H1,-0.8115774445182118
19,TNRC18,-0.8167742809078322
20,SLC38A7,-0.8243243839069928
21,MNT,-0.8250875774879611
22,MAP9,-0.835349939141787
23,PABPN1,-0.8363364941002133
24,ZNF692,-0.8394644085245155
25,KIAA2026,-0.8448770047681914
26,ZNF90,-0.8497573567415114
27,SPATA33,-0.8499144496304322
28,TSPYL2,-0.8512712562632065
29,CLASRP,-0.8514696512527657
30,SLC4A8,-0.8525058516427158
31,FAM118A,-0.8531116737184171
32,ZNF83,-0.8535747316955523
33,DNAAF9,-0.8664886755457762
34,STAT2,-0.8722251447136291
35,SIRT7,-0.8729994858336352
36,DOCK3,-0.8731240497310933
37,CENATAC,-0.873473874000176
38,WASH3P,-0.8768495299085531
39,YY2,-0.8793905713179375
40,SLC35E2A,-0.8801293050043218
41,LRP5L,-0.881494537748423
42,LINC02864,-0.8823719214248157
43,P3H3,-0.8836977939907553
44,NAPB,-0.8916386392508788
45,ZNF738,-0.8957394622349896
46,CWF19L2,-0.8989534791610034
47,NDOR1,-0.9008115375107537
48,AGRN,-0.9072706685512862
49,MIRLET7BHG,-0.9124408503497043
50,ACVR2B,-0.9179513309851158
51,TRIM52-AS1,-0.92033215145245
52,TSC1,-0.9240806522310075
53,MBD6,-0.9244402296167373
54,NISCH,-0.9302753159136415
55,MAP2K7,-0.9303211460369896
56,ZNF112,-0.9318933297779113
57,GOLGA2P5,-0.9325191327486778
58,CCT6P3,-0.934847745027642
59,TMEM44,-0.9363122859148199
60,FRA10AC1,-0.9363558793757516
61,ARHGAP33,-0.9385779415596065
62,SREBF2,-0.9432116259429166
63,SLC1A4,-0.9474859209807439
64,MC1R,-0.9482345866284261
65,ZNF841,-0.9486026306734497
66,TCF20,-0.9542978738817499
67,DGKQ,-0.9571032845901005
68,CNTROB,-0.9624815483083949
69,TNRC6B,-0.9660954937431748
70,SULT4A1,-0.9677438019259592
71,ADARB1,-0.9721412422962177
72,PRR14L,-0.9740470772382067
73,RFX1,-0.981517431801089
74,DDX11,-0.9853230471839854
75,SYMPK,-0.9865080030843845
76,SUN3,-0.9868083967237898
77,CFAP70,-0.9886960848932713
78,KCNMB3,-0.9888701826510098
79,LRCH4,-0.9891553568158911
80,RBM41,-0.9932214678365842
81,ZNF429,-0.9939385502459119
82,ABTB1,-0.997964210827225
83,ZNF84,-0.9984914485504296
84,NEK8,-1.006318948742233
85,ZNF587,-1.0082818825957398
86,TPP1,-1.0083566067706995
87,ZNF37BP,-1.011171635860351
88,FKBP11,-1.0127976929827316
89,LVRN,-1.013219366906863
90,MIDN,-1.0148281250892595
91,FAM193B,-1.0156221079779888
92,ZNF224,-1.0161124016421488
93,ZNF182,-1.0163691365096987
94,PVRIG,-1.0236999255409136
95,XRCC2,-1.03465136343187
96,CCDC66,-1.0396582617955734
97,TSC2,-1.0399043271710608
98,MRI1,-1.0422267977960555
